# allkeys-17.0.0.txt
# Date: 2025-07-23, 12:12:03 GMT
# Copyright 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/copyright.html
#
# This file defines the Default Unicode Collation Element Table
#   (DUCET) for the Unicode Collation Algorithm
#
# See UTS #10, Unicode Collation Algorithm, for more information.
#
# Diagnostic weight ranges
# Primary weight range:   0200..73C2 (29123)
# Secondary weight range: 0020..0127 (264)
# Variant secondaries:    011F..0127 (9)
# Tertiary weight range:  0002..001F (30)
#
@version 17.0.0

@implicitweights 17000..187FF; FB00 # Tangut
E0199 ; [.0000.0000.0000] # VARIATION SELECTOR-170
E019A ; [.0000.0000.0000] # VARIATION SELECTOR-171
E019B ; [.0000.0000.0000] # VARIATION SELECTOR-172
E019C ; [.0000.0000.0000] # VARIATION SELECTOR-173
E019D ; [.0000.0000.0000] # VARIATION SELECTOR-174
E019E ; [.0000.0000.0000] # VARIATION SELECTOR-175
E019F ; [.0000.0000.0000] # VARIATION SELECTOR-176
E01A0 ; [.0000.0000.0000] # VARIATION SELECTOR-177
E01A1 ; [.0000.0000.0000] # VARIATION SELECTOR-178
E01A2 ; [.0000.0000.0000] # VARIATION SELECTOR-179
E01A3 ; [.0000.0000.0000] # VARIATION SELECTOR-180
E01A4 ; [.0000.0000.0000] # VARIATION SELECTOR-181
E01A5 ; [.0000.0000.0000] # VARIATION SELECTOR-182
E01A6 ; [.0000.0000.0000] # VARIATION SELECTOR-183
E01A7 ; [.0000.0000.0000] # VARIATION SELECTOR-184
E01A8 ; [.0000.0000.0000] # VARIATION SELECTOR-185
E01A9 ; [.0000.0000.0000] # VARIATION SELECTOR-186
E01AA ; [.0000.0000.0000] # VARIATION SELECTOR-187
E01AB ; [.0000.0000.0000] # VARIATION SELECTOR-188
E01AC ; [.0000.0000.0000] # VARIATION SELECTOR-189
E01AD ; [.0000.0000.0000] # VARIATION SELECTOR-190
E01AE ; [.0000.0000.0000] # VARIATION SELECTOR-191
E01AF ; [.0000.0000.0000] # VARIATION SELECTOR-192
E01B0 ; [.0000.0000.0000] # VARIATION SELECTOR-193
E01B1 ; [.0000.0000.0000] # VARIATION SELECTOR-194
E01B2 ; [.0000.0000.0000] # VARIATION SELECTOR-195
E01B3 ; [.0000.0000.0000] # VARIATION SELECTOR-196
E01B4 ; [.0000.0000.0000] # VARIATION SELECTOR-197
E01B5 ; [.0000.0000.0000] # VARIATION SELECTOR-198
E01B6 ; [.0000.0000.0000] # VARIATION SELECTOR-199
E01B7 ; [.0000.0000.0000] # VARIATION SELECTOR-200
E01B8 ; [.0000.0000.0000] # VARIATION SELECTOR-201
E01B9 ; [.0000.0000.0000] # VARIATION SELECTOR-202
E01BA ; [.0000.0000.0000] # VARIATION SELECTOR-203
E01BB ; [.0000.0000.0000] # VARIATION SELECTOR-204
E01BC ; [.0000.0000.0000] # VARIATION SELECTOR-205
E01BD ; [.0000.0000.0000] # VARIATION SELECTOR-206
E01BE ; [.0000.0000.0000] # VARIATION SELECTOR-207
E01BF ; [.0000.0000.0000] # VARIATION SELECTOR-208
E01C0 ; [.0000.0000.0000] # VARIATION SELECTOR-209
E01C1 ; [.0000.0000.0000] # VARIATION SELECTOR-210
E01C2 ; [.0000.0000.0000] # VARIATION SELECTOR-211
E01C3 ; [.0000.0000.0000] # VARIATION SELECTOR-212
E01C4 ; [.0000.0000.0000] # VARIATION SELECTOR-213
E01C5 ; [.0000.0000.0000] # VARIATION SELECTOR-214
E01C6 ; [.0000.0000.0000] # VARIATION SELECTOR-215
E01C7 ; [.0000.0000.0000] # VARIATION SELECTOR-216
E01C8 ; [.0000.0000.0000] # VARIATION SELECTOR-217
E01C9 ; [.0000.0000.0000] # VARIATION SELECTOR-218
E01CA ; [.0000.0000.0000] # VARIATION SELECTOR-219
E01CB ; [.0000.0000.0000] # VARIATION SELECTOR-220
E01CC ; [.0000.0000.0000] # VARIATION SELECTOR-221
E01CD ; [.0000.0000.0000] # VARIATION SELECTOR-222
E01CE ; [.0000.0000.0000] # VARIATION SELECTOR-223
E01CF ; [.0000.0000.0000] # VARIATION SELECTOR-224
E01D0 ; [.0000.0000.0000] # VARIATION SELECTOR-225
E01D1 ; [.0000.0000.0000] # VARIATION SELECTOR-226
E01D2 ; [.0000.0000.0000] # VARIATION SELECTOR-227
E01D3 ; [.0000.0000.0000] # VARIATION SELECTOR-228
E01D4 ; [.0000.0000.0000] # VARIATION SELECTOR-229
E01D5 ; [.0000.0000.0000] # VARIATION SELECTOR-230
E01D6 ; [.0000.0000.0000] # VARIATION SELECTOR-231
E01D7 ; [.0000.0000.0000] # VARIATION SELECTOR-232
E01D8 ; [.0000.0000.0000] # VARIATION SELECTOR-233
E01D9 ; [.0000.0000.0000] # VARIATION SELECTOR-234
E01DA ; [.0000.0000.0000] # VARIATION SELECTOR-235
E01DB ; [.0000.0000.0000] # VARIATION SELECTOR-236
E01DC ; [.0000.0000.0000] # VARIATION SELECTOR-237
E01DD ; [.0000.0000.0000] # VARIATION SELECTOR-238
E01DE ; [.0000.0000.0000] # VARIATION SELECTOR-239
E01DF ; [.0000.0000.0000] # VARIATION SELECTOR-240
E01E0 ; [.0000.0000.0000] # VARIATION SELECTOR-241
E01E1 ; [.0000.0000.0000] # VARIATION SELECTOR-242
E01E2 ; [.0000.0000.0000] # VARIATION SELECTOR-243
E01E3 ; [.0000.0000.0000] # VARIATION SELECTOR-244
E01E4 ; [.0000.0000.0000] # VARIATION SELECTOR-245
E01E5 ; [.0000.0000.0000] # VARIATION SELECTOR-246
E01E6 ; [.0000.0000.0000] # VARIATION SELECTOR-247
E01E7 ; [.0000.0000.0000] # VARIATION SELECTOR-248
E01E8 ; [.0000.0000.0000] # VARIATION SELECTOR-249
E01E9 ; [.0000.0000.0000] # VARIATION SELECTOR-250
E01EA ; [.0000.0000.0000] # VARIATION SELECTOR-251
E01EB ; [.0000.0000.0000] # VARIATION SELECTOR-252
E01EC ; [.0000.0000.0000] # VARIATION SELECTOR-253
E01ED ; [.0000.0000.0000] # VARIATION SELECTOR-254
E01EE ; [.0000.0000.0000] # VARIATION SELECTOR-255
E01EF ; [.0000.0000.0000] # VARIATION SELECTOR-256
0009  ; [*0201.0020.0002] # HORIZONTAL TABULATION (in ISO 6429)
000A  ; [*0202.0020.0002] # LINE FEED (in ISO 6429)
000B  ; [*0203.0020.0002] # VERTICAL TABULATION (in ISO 6429)
000C  ; [*0204.0020.0002] # FORM FEED (in ISO 6429)
000D  ; [*0205.0020.0002] # CARRIAGE RETURN (in ISO 6429)
0020  ; [*0209.0020.0002] # SPACE
0021  ; [*0269.0020.0002] # EXCLAMATION MARK
0022  ; [*033B.0020.0002] # QUOTATION MARK
0023  ; [*03CA.0020.0002] # NUMBER SIGN
0025  ; [*03CB.0020.0002] # PERCENT SIGN
0026  ; [*03C7.0020.0002] # AMPERSAND
0027  ; [*0338.0020.0002] # APOSTROPHE
0028  ; [*033E.0020.0002] # LEFT PARENTHESIS
0029  ; [*033F.0020.0002] # RIGHT PARENTHESIS
002A  ; [*03BF.0020.0002] # ASTERISK
002B  ; [*06D6.0020.0002] # PLUS SIGN
002C  ; [*0225.0020.0002] # COMMA
002D  ; [*020D.0020.0002] # HYPHEN-MINUS
002E  ; [*0282.0020.0002] # FULL STOP
002F  ; [*03C4.0020.0002] # SOLIDUS
003A  ; [*0242.0020.0002] # COLON
003B  ; [*023C.0020.0002] # SEMICOLON
003C  ; [*06DB.0020.0002] # LESS-THAN SIGN
003D  ; [*06DC.0020.0002] # EQUALS SIGN
003E  ; [*06DD.0020.0002] # GREATER-THAN SIGN
003F  ; [*0270.0020.0002] # QUESTION MARK
0040  ; [*03BE.0020.0002] # COMMERCIAL AT
005B  ; [*0340.0020.0002] # LEFT SQUARE BRACKET
005C  ; [*03C5.0020.0002] # REVERSE SOLIDUS
005D  ; [*0341.0020.0002] # RIGHT SQUARE BRACKET
005E  ; [*04E4.0020.0002] # CIRCUMFLEX ACCENT
005F  ; [*020B.0020.0002] # LOW LINE
0060  ; [*04E1.0020.0002] # GRAVE ACCENT
007B  ; [*0342.0020.0002] # LEFT CURLY BRACKET
007C  ; [*06DF.0020.0002] # VERTICAL LINE
007D  ; [*0343.0020.0002] # RIGHT CURLY BRACKET
007E  ; [*06E1.0020.0002] # TILDE
0085  ; [*0206.0020.0002] # NEXT LINE (in ISO 6429)
00A0  ; [*0209.0020.001B] # NO-BREAK SPACE
00A1  ; [*026A.0020.0002] # INVERTED EXCLAMATION MARK
00A6  ; [*06E0.0020.0002] # BROKEN BAR
00A7  ; [*03B8.0020.0002] # SECTION SIGN
00A8  ; [*04E8.0020.0002] # DIAERESIS
00A9  ; [*0642.0020.0002] # COPYRIGHT SIGN
00AB  ; [*033C.0020.0002] # LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
00AC  ; [*06DE.0020.0002] # NOT SIGN
00AE  ; [*0644.0020.0002] # REGISTERED SIGN
00AF  ; [*04E5.0020.0002] # MACRON
00B0  ; [*0564.0020.0002] # DEGREE SIGN
00B1  ; [*06D8.0020.0002] # PLUS-MINUS SIGN
00B4  ; [*04E2.0020.0002] # ACUTE ACCENT
00B6  ; [*03BA.0020.0002] # PILCROW SIGN
00B7  ; [*0297.0020.0002] # MIDDLE DOT
00B8  ; [*04EB.0020.0002] # CEDILLA
00BB  ; [*033D.0020.0002] # RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
00BF  ; [*0271.0020.0002] # INVERTED QUESTION MARK
00D7  ; [*06DA.0020.0002] # MULTIPLICATION SIGN
00F7  ; [*06D9.0020.0002] # DIVISION SIGN
02B9  ; [*04F2.0020.0002] # MODIFIER LETTER PRIME
02BA  ; [*04F4.0020.0002] # MODIFIER LETTER DOUBLE PRIME
02C2  ; [*04F5.0020.0002] # MODIFIER LETTER LEFT ARROWHEAD
02C3  ; [*04F6.0020.0002] # MODIFIER LETTER RIGHT ARROWHEAD
02C4  ; [*04F7.0020.0002] # MODIFIER LETTER UP ARROWHEAD
02C5  ; [*04F8.0020.0002] # MODIFIER LETTER DOWN ARROWHEAD
02C6  ; [*04F9.0020.0002] # MODIFIER LETTER CIRCUMFLEX ACCENT
02C7  ; [*04FA.0020.0002] # CARON
02C8  ; [*04FB.0020.0002] # MODIFIER LETTER VERTICAL LINE
02C9  ; [*04FC.0020.0002] # MODIFIER LETTER MACRON
02CA  ; [*04FD.0020.0002] # MODIFIER LETTER ACUTE ACCENT
02CB  ; [*04FE.0020.0002] # MODIFIER LETTER GRAVE ACCENT
02CC  ; [*04FF.0020.0002] # MODIFIER LETTER LOW VERTICAL LINE
02CD  ; [*0500.0020.0002] # MODIFIER LETTER LOW MACRON
02CE  ; [*0501.0020.0002] # MODIFIER LETTER LOW GRAVE ACCENT
02CF  ; [*0502.0020.0002] # MODIFIER LETTER LOW ACUTE ACCENT
02D2  ; [*0503.0020.0002] # MODIFIER LETTER CENTRED RIGHT HALF RING
02D3  ; [*0504.0020.0002] # MODIFIER LETTER CENTRED LEFT HALF RING
02D4  ; [*0505.0020.0002] # MODIFIER LETTER UP TACK
02D5  ; [*0506.0020.0002] # MODIFIER LETTER DOWN TACK
02D6  ; [*0509.0020.0002] # MODIFIER LETTER PLUS SIGN
02D7  ; [*050A.0020.0002] # MODIFIER LETTER MINUS SIGN
02D8  ; [*04E6.0020.0002] # BREVE
02D9  ; [*04E7.0020.0002] # DOT ABOVE
02DA  ; [*04E9.0020.0002] # RING ABOVE
02DB  ; [*04EC.0020.0002] # OGONEK
02DC  ; [*04E3.0020.0002] # SMALL TILDE
02DD  ; [*04EA.0020.0002] # DOUBLE ACUTE ACCENT
02DE  ; [*050B.0020.0002] # MODIFIER LETTER RHOTIC HOOK
02DF  ; [*050C.0020.0002] # MODIFIER LETTER CROSS ACCENT
02E5  ; [*050D.0020.0002] # MODIFIER LETTER EXTRA-HIGH TONE BAR
02E6  ; [*050E.0020.0002] # MODIFIER LETTER HIGH TONE BAR
02E7  ; [*050F.0020.0002] # MODIFIER LETTER MID TONE BAR
02E8  ; [*0510.0020.0002] # MODIFIER LETTER LOW TONE BAR
02E9  ; [*0511.0020.0002] # MODIFIER LETTER EXTRA-LOW TONE BAR
02EA  ; [*0512.0020.0002] # MODIFIER LETTER YIN DEPARTING TONE MARK
02EB  ; [*0513.0020.0002] # MODIFIER LETTER YANG DEPARTING TONE MARK
02EC  ; [*0514.0020.0002] # MODIFIER LETTER VOICING
02ED  ; [*0515.0020.0002] # MODIFIER LETTER UNASPIRATED
02EF  ; [*0516.0020.0002] # MODIFIER LETTER LOW DOWN ARROWHEAD
02F0  ; [*0517.0020.0002] # MODIFIER LETTER LOW UP ARROWHEAD
02F1  ; [*0518.0020.0002] # MODIFIER LETTER LOW LEFT ARROWHEAD
02F2  ; [*0519.0020.0002] # MODIFIER LETTER LOW RIGHT ARROWHEAD
02F3  ; [*051A.0020.0002] # MODIFIER LETTER LOW RING
02F4  ; [*051B.0020.0002] # MODIFIER LETTER MIDDLE GRAVE ACCENT
02F5  ; [*051C.0020.0002] # MODIFIER LETTER MIDDLE DOUBLE GRAVE ACCENT
02F6  ; [*051D.0020.0002] # MODIFIER LETTER MIDDLE DOUBLE ACUTE ACCENT
02F7  ; [*051E.0020.0002] # MODIFIER LETTER LOW TILDE
02F8  ; [*051F.0020.0002] # MODIFIER LETTER RAISED COLON
02F9  ; [*0520.0020.0002] # MODIFIER LETTER BEGIN HIGH TONE
02FA  ; [*0521.0020.0002] # MODIFIER LETTER END HIGH TONE
02FB  ; [*0522.0020.0002] # MODIFIER LETTER BEGIN LOW TONE
02FC  ; [*0523.0020.0002] # MODIFIER LETTER END LOW TONE
02FD  ; [*0524.0020.0002] # MODIFIER LETTER SHELF
02FE  ; [*0525.0020.0002] # MODIFIER LETTER OPEN SHELF
02FF  ; [*0526.0020.0002] # MODIFIER LETTER LOW LEFT ARROW
034F  ; [.0000.0000.0000] # COMBINING GRAPHEME JOINER
0374  ; [*04F2.0020.0002] # GREEK NUMERAL SIGN
0375  ; [*04F3.0020.0002] # GREEK LOWER NUMERAL SIGN
037E  ; [*023C.0020.0002] # GREEK QUESTION MARK
0384  ; [*04E2.0020.0002] # GREEK TONOS
0385  ; [*04E8.0020.0002][.0000.0024.0002] # GREEK DIALYTIKA TONOS
0387  ; [*0297.0020.0002] # GREEK ANO TELEIA
03F6  ; [*06D1.0020.0002] # GREEK REVERSED LUNATE EPSILON SYMBOL
0482  ; [*0565.0020.0002] # CYRILLIC THOUSANDS SIGN
0488  ; [.0000.0000.0000] # COMBINING CYRILLIC HUNDRED THOUSANDS SIGN
0489  ; [.0000.0000.0000] # COMBINING CYRILLIC MILLIONS SIGN
055A  ; [*0402.0020.0002] # ARMENIAN APOSTROPHE
055B  ; [*0403.0020.0002] # ARMENIAN EMPHASIS MARK
055C  ; [*026C.0020.0002] # ARMENIAN EXCLAMATION MARK
055D  ; [*022C.0020.0002] # ARMENIAN COMMA
055E  ; [*0274.0020.0002] # ARMENIAN QUESTION MARK
055F  ; [*0404.0020.0002] # ARMENIAN ABBREVIATION MARK
0589  ; [*0243.0020.0002] # ARMENIAN FULL STOP
058A  ; [*020E.0020.0002] # ARMENIAN HYPHEN
058D  ; [*0566.0020.0002] # RIGHT-FACING ARMENIAN ETERNITY SIGN
058E  ; [*0567.0020.0002] # LEFT-FACING ARMENIAN ETERNITY SIGN
0591  ; [.0000.0000.0000] # HEBREW ACCENT ETNAHTA
0592  ; [.0000.0000.0000] # HEBREW ACCENT SEGOL
0593  ; [.0000.0000.0000] # HEBREW ACCENT SHALSHELET
0594  ; [.0000.0000.0000] # HEBREW ACCENT ZAQEF QATAN
0595  ; [.0000.0000.0000] # HEBREW ACCENT ZAQEF GADOL
0596  ; [.0000.0000.0000] # HEBREW ACCENT TIPEHA
0597  ; [.0000.0000.0000] # HEBREW ACCENT REVIA
0598  ; [.0000.0000.0000] # HEBREW ACCENT ZARQA
0599  ; [.0000.0000.0000] # HEBREW ACCENT PASHTA
059A  ; [.0000.0000.0000] # HEBREW ACCENT YETIV
059B  ; [.0000.0000.0000] # HEBREW ACCENT TEVIR
059C  ; [.0000.0000.0000] # HEBREW ACCENT GERESH
059D  ; [.0000.0000.0000] # HEBREW ACCENT GERESH MUQDAM
059E  ; [.0000.0000.0000] # HEBREW ACCENT GERSHAYIM
059F  ; [.0000.0000.0000] # HEBREW ACCENT QARNEY PARA
05A0  ; [.0000.0000.0000] # HEBREW ACCENT TELISHA GEDOLA
05A1  ; [.0000.0000.0000] # HEBREW ACCENT PAZER
05A2  ; [.0000.0000.0000] # HEBREW ACCENT ATNAH HAFUKH
05A3  ; [.0000.0000.0000] # HEBREW ACCENT MUNAH
05A4  ; [.0000.0000.0000] # HEBREW ACCENT MAHAPAKH
05A5  ; [.0000.0000.0000] # HEBREW ACCENT MERKHA
05A6  ; [.0000.0000.0000] # HEBREW ACCENT MERKHA KEFULA
05A7  ; [.0000.0000.0000] # HEBREW ACCENT DARGA
05A8  ; [.0000.0000.0000] # HEBREW ACCENT QADMA
05A9  ; [.0000.0000.0000] # HEBREW ACCENT TELISHA QETANA
05AA  ; [.0000.0000.0000] # HEBREW ACCENT YERAH BEN YOMO
05AB  ; [.0000.0000.0000] # HEBREW ACCENT OLE
05AC  ; [.0000.0000.0000] # HEBREW ACCENT ILUY
05AD  ; [.0000.0000.0000] # HEBREW ACCENT DEHI
05AE  ; [.0000.0000.0000] # HEBREW ACCENT ZINOR
05AF  ; [.0000.0000.0000] # HEBREW MARK MASORA CIRCLE
05BD  ; [.0000.0000.0000] # HEBREW POINT METEG
05BE  ; [*0405.0020.0002] # HEBREW PUNCTUATION MAQAF
05C0  ; [*0406.0020.0002] # HEBREW PUNCTUATION PASEQ
05C3  ; [*0407.0020.0002] # HEBREW PUNCTUATION SOF PASUQ
05C4  ; [.0000.0000.0000] # HEBREW MARK UPPER DOT
05C5  ; [.0000.0000.0000] # HEBREW MARK LOWER DOT
05C6  ; [*0408.0020.0002] # HEBREW PUNCTUATION NUN HAFUKHA
0600  ; [.0000.0000.0000] # ARABIC NUMBER SIGN
0601  ; [.0000.0000.0000] # ARABIC SIGN SANAH
0602  ; [.0000.0000.0000] # ARABIC FOOTNOTE MARKER
0603  ; [.0000.0000.0000] # ARABIC SIGN SAFHA
0604  ; [.0000.0000.0000] # ARABIC SIGN SAMVAT
0605  ; [.0000.0000.0000] # ARABIC NUMBER MARK ABOVE
0606  ; [*06EF.0020.0002] # ARABIC-INDIC CUBE ROOT
0607  ; [*06F1.0020.0002] # ARABIC-INDIC FOURTH ROOT
0608  ; [*0568.0020.0002] # ARABIC RAY
0609  ; [*03CE.0020.0002] # ARABIC-INDIC PER MILLE SIGN
060A  ; [*03D0.0020.0002] # ARABIC-INDIC PER TEN THOUSAND SIGN
060C  ; [*022D.0020.0002] # ARABIC COMMA
060D  ; [*022E.0020.0002] # ARABIC DATE SEPARATOR
060E  ; [*056B.0020.0002] # ARABIC POETIC VERSE SIGN
060F  ; [*056C.0020.0002] # ARABIC SIGN MISRA
0610  ; [.0000.0000.0000] # ARABIC SIGN SALLALLAHOU ALAYHE WASSALLAM
0611  ; [.0000.0000.0000] # ARABIC SIGN ALAYHE ASSALLAM
0612  ; [.0000.0000.0000] # ARABIC SIGN RAHMATULLAH ALAYHE
0613  ; [.0000.0000.0000] # ARABIC SIGN RADI ALLAHOU ANHU
0614  ; [.0000.0000.0000] # ARABIC SIGN TAKHALLUS
0615  ; [.0000.0000.0000] # ARABIC SMALL HIGH TAH
0616  ; [.0000.0000.0000] # ARABIC SMALL HIGH LIGATURE ALEF WITH LAM WITH YEH
0617  ; [.0000.0000.0000] # ARABIC SMALL HIGH ZAIN
0618  ; [.0000.0000.0000] # ARABIC SMALL FATHA
0619  ; [.0000.0000.0000] # ARABIC SMALL DAMMA
061A  ; [.0000.0000.0000] # ARABIC SMALL KASRA
061B  ; [*023D.0020.0002] # ARABIC SEMICOLON
061D  ; [*02D9.0020.0002] # ARABIC END OF TEXT MARK
061E  ; [*0244.0020.0002] # ARABIC TRIPLE DOT PUNCTUATION MARK
061F  ; [*0275.0020.0002] # ARABIC QUESTION MARK
0640  ; [.0000.0000.0000] # ARABIC TATWEEL
066A  ; [*03CC.0020.0002] # ARABIC PERCENT SIGN
066B  ; [*022F.0020.0002] # ARABIC DECIMAL SEPARATOR
066C  ; [*0230.0020.0002] # ARABIC THOUSANDS SEPARATOR
066D  ; [*03C2.0020.0002] # ARABIC FIVE POINTED STAR
06D4  ; [*0284.0020.0002] # ARABIC FULL STOP
06D6  ; [.0000.0000.0000] # ARABIC SMALL HIGH LIGATURE SAD WITH LAM WITH ALEF MAKSURA
06D7  ; [.0000.0000.0000] # ARABIC SMALL HIGH LIGATURE QAF WITH LAM WITH ALEF MAKSURA
06D8  ; [.0000.0000.0000] # ARABIC SMALL HIGH MEEM INITIAL FORM
06D9  ; [.0000.0000.0000] # ARABIC SMALL HIGH LAM ALEF
06DA  ; [.0000.0000.0000] # ARABIC SMALL HIGH JEEM
06DB  ; [.0000.0000.0000] # ARABIC SMALL HIGH THREE DOTS
06DC  ; [.0000.0000.0000] # ARABIC SMALL HIGH SEEN
06DD  ; [.0000.0000.0000] # ARABIC END OF AYAH
06DE  ; [*056D.0020.0002] # ARABIC START OF RUB EL HIZB
06DF  ; [.0000.0000.0000] # ARABIC SMALL HIGH ROUNDED ZERO
06E0  ; [.0000.0000.0000] # ARABIC SMALL HIGH UPRIGHT RECTANGULAR ZERO
06E1  ; [.0000.0000.0000] # ARABIC SMALL HIGH DOTLESS HEAD OF KHAH
06E2  ; [.0000.0000.0000] # ARABIC SMALL HIGH MEEM ISOLATED FORM
06E3  ; [.0000.0000.0000] # ARABIC SMALL LOW SEEN
06E4  ; [.0000.0000.0000] # ARABIC SMALL HIGH MADDA
06E7  ; [.0000.0000.0000] # ARABIC SMALL HIGH YEH
06E8  ; [.0000.0000.0000] # ARABIC SMALL HIGH NOON
06E9  ; [*056E.0020.0002] # ARABIC PLACE OF SAJDAH
06EA  ; [.0000.0000.0000] # ARABIC EMPTY CENTRE LOW STOP
06EB  ; [.0000.0000.0000] # ARABIC EMPTY CENTRE HIGH STOP
06EC  ; [.0000.0000.0000] # ARABIC ROUNDED HIGH STOP WITH FILLED CENTRE
06ED  ; [.0000.0000.0000] # ARABIC SMALL LOW MEEM
0700  ; [*02DB.0020.0002] # SYRIAC END OF PARAGRAPH
0701  ; [*0285.0020.0002] # SYRIAC SUPRALINEAR FULL STOP
0702  ; [*0286.0020.0002] # SYRIAC SUBLINEAR FULL STOP
0703  ; [*0245.0020.0002] # SYRIAC SUPRALINEAR COLON
0704  ; [*0246.0020.0002] # SYRIAC SUBLINEAR COLON
0705  ; [*0247.0020.0002] # SYRIAC HORIZONTAL COLON
0706  ; [*0248.0020.0002] # SYRIAC COLON SKEWED LEFT
0707  ; [*0249.0020.0002] # SYRIAC COLON SKEWED RIGHT
0708  ; [*024A.0020.0002] # SYRIAC SUPRALINEAR COLON SKEWED LEFT
0709  ; [*0276.0020.0002] # SYRIAC SUBLINEAR COLON SKEWED RIGHT
070A  ; [*0409.0020.0002] # SYRIAC CONTRACTION
070B  ; [*040A.0020.0002] # SYRIAC HARKLEAN OBELUS
070C  ; [*040B.0020.0002] # SYRIAC HARKLEAN METOBELUS
070D  ; [*040C.0020.0002] # SYRIAC HARKLEAN ASTERISCUS
070F  ; [.0000.0000.0000] # SYRIAC ABBREVIATION MARK
0740  ; [.0000.0000.0000] # SYRIAC FEMININE DOT
0743  ; [.0000.0000.0000] # SYRIAC TWO VERTICAL DOTS ABOVE
0744  ; [.0000.0000.0000] # SYRIAC TWO VERTICAL DOTS BELOW
0747  ; [.0000.0000.0000] # SYRIAC OBLIQUE LINE ABOVE
0748  ; [.0000.0000.0000] # SYRIAC OBLIQUE LINE BELOW
0749  ; [.0000.0000.0000] # SYRIAC MUSIC
074A  ; [.0000.0000.0000] # SYRIAC BARREKH
07F6  ; [*05B6.0020.0002] # NKO SYMBOL OO DENNEN
07F7  ; [*02DC.0020.0002] # NKO SYMBOL GBAKURUNEN
07F8  ; [*0231.0020.0002] # NKO COMMA
07F9  ; [*026D.0020.0002] # NKO EXCLAMATION MARK
07FA  ; [.0000.0000.0000] # NKO LAJANYALAN
0830  ; [*024B.0020.0002] # SAMARITAN PUNCTUATION NEQUDAA
0831  ; [*024C.0020.0002] # SAMARITAN PUNCTUATION AFSAAQ
0832  ; [*024D.0020.0002] # SAMARITAN PUNCTUATION ANGED
0833  ; [*024E.0020.0002] # SAMARITAN PUNCTUATION BAU
0834  ; [*024F.0020.0002] # SAMARITAN PUNCTUATION ATMAAU
0835  ; [*0250.0020.0002] # SAMARITAN PUNCTUATION SHIYYAALAA
0836  ; [*0251.0020.0002] # SAMARITAN ABBREVIATION MARK
0837  ; [*0252.0020.0002] # SAMARITAN PUNCTUATION MELODIC QITSA
0838  ; [*0253.0020.0002] # SAMARITAN PUNCTUATION ZIQAA
0839  ; [*0254.0020.0002] # SAMARITAN PUNCTUATION QITSA
083A  ; [*0255.0020.0002] # SAMARITAN PUNCTUATION ZAEF
083B  ; [*0256.0020.0002] # SAMARITAN PUNCTUATION TURU
083C  ; [*0257.0020.0002] # SAMARITAN PUNCTUATION ARKAANU
083D  ; [*0258.0020.0002] # SAMARITAN PUNCTUATION SOF MASHFAAT
083E  ; [*0259.0020.0002] # SAMARITAN PUNCTUATION ANNAAU
085E  ; [*040D.0020.0002] # MANDAIC PUNCTUATION
0888  ; [*05A4.0020.0002] # ARABIC RAISED ROUND DOT
0890  ; [.0000.0000.0000] # ARABIC POUND MARK ABOVE
0891  ; [.0000.0000.0000] # ARABIC PIASTRE MARK ABOVE
0898  ; [.0000.0000.0000] # ARABIC SMALL HIGH WORD AL-JUZ
0899  ; [.0000.0000.0000] # ARABIC SMALL LOW WORD ISHMAAM
089A  ; [.0000.0000.0000] # ARABIC SMALL LOW WORD IMAALA
089B  ; [.0000.0000.0000] # ARABIC SMALL LOW WORD TASHEEL
089C  ; [.0000.0000.0000] # ARABIC MADDA WAAJIB
089D  ; [.0000.0000.0000] # ARABIC SUPERSCRIPT ALEF MOKHASSAS
08CA  ; [.0000.0000.0000] # ARABIC SMALL HIGH FARSI YEH
08CB  ; [.0000.0000.0000] # ARABIC SMALL HIGH YEH BARREE WITH TWO DOTS BELOW
08CC  ; [.0000.0000.0000] # ARABIC SMALL HIGH WORD SAH
08CD  ; [.0000.0000.0000] # ARABIC SMALL HIGH ZAH
08CE  ; [.0000.0000.0000] # ARABIC LARGE ROUND DOT ABOVE
08CF  ; [.0000.0000.0000] # ARABIC LARGE ROUND DOT BELOW
08D0  ; [.0000.0000.0000] # ARABIC SUKUN BELOW
08D1  ; [.0000.0000.0000] # ARABIC LARGE CIRCLE BELOW
08D2  ; [.0000.0000.0000] # ARABIC LARGE ROUND DOT INSIDE CIRCLE BELOW
08D3  ; [.0000.0000.0000] # ARABIC SMALL LOW WAW
08D4  ; [.0000.0000.0000] # ARABIC SMALL HIGH WORD AR-RUB
08D5  ; [.0000.0000.0000] # ARABIC SMALL HIGH SAD
08D6  ; [.0000.0000.0000] # ARABIC SMALL HIGH AIN
08D7  ; [.0000.0000.0000] # ARABIC SMALL HIGH QAF
08D8  ; [.0000.0000.0000] # ARABIC SMALL HIGH NOON WITH KASRA
08D9  ; [.0000.0000.0000] # ARABIC SMALL LOW NOON WITH KASRA
08DA  ; [.0000.0000.0000] # ARABIC SMALL HIGH WORD ATH-THALATHA
08DB  ; [.0000.0000.0000] # ARABIC SMALL HIGH WORD AS-SAJDA
